opportunity_id,account_id,owner_id,lead_source_id,amount,tcv,mrr,contract_months,stage,forecast_category,win_probability,created_date,close_date,renewal_date,is_won,is_closed
OPP-1422,ACC-9212,AE-11,CMP-11,12128,12128.0,1010.67,12,Discovery,Upside,0.2642170168065753,2022-12-29,,,False,False
OPP-1423,ACC-9982,AE-19,CMP-11,16734,33468.0,1394.5,24,Negotiation,Upside,0.4100775149869762,2023-02-17,,,False,False
OPP-1424,ACC-5913,AE-13,CMP-62,10983,10983.0,915.25,12,Closed Lost,Closed,0.0,2023-07-27,2023-09-02,,False,True
OPP-1425,ACC-1244,AE-15,CMP-28,21086,42172.0,1757.17,24,Closed Lost,Closed,0.0,2023-10-12,2023-11-17,,False,True
OPP-1426,ACC-615,AE-12,CMP-36,239380,718140.0,19948.33,36,Closed Lost,Closed,0.0,2023-01-20,2023-03-03,,False,True
OPP-1427,ACC-6997,AE-10,CMP-71,160593,160593.0,13382.75,12,Closed Won,Closed,1.0,2023-07-31,2023-10-29,2024-10-23,True,True
OPP-1428,ACC-1700,AE-5,CMP-87,141998,425994.0,11833.17,36,Closed Lost,Closed,0.0,2023-10-02,2023-11-09,,False,True
OPP-1429,ACC-8641,AE-17,CMP-91,15570,31140.0,1297.5,24,Discovery,Upside,0.12826283049403397,2023-07-30,,,False,False
OPP-1430,ACC-6702,AE-6,CMP-54,11129,33387.0,927.42,36,Demo,Commit,0.4988936021608029,2024-01-04,,,False,False
OPP-1431,ACC-1844,AE-8,CMP-1,121037,121037.0,10086.42,12,Closed Lost,Closed,0.0,2023-03-18,2023-05-05,,False,True
OPP-1432,ACC-7631,AE-11,CMP-81,11725,23450.0,977.08,24,Closed Won,Closed,1.0,2023-09-09,2023-09-29,2025-09-18,True,True
OPP-1433,ACC-6846,AE-16,CMP-68,14184,28368.0,1182.0,24,Closed Lost,Closed,0.0,2023-03-17,2023-04-06,,False,True
OPP-1434,ACC-5994,AE-10,CMP-32,8559,25677.0,713.25,36,Closed Won,Closed,1.0,2023-09-17,2023-09-29,2026-09-13,True,True
OPP-1435,ACC-1359,AE-9,CMP-35,18394,18394.0,1532.83,12,Closed Lost,Closed,0.0,2023-07-23,2023-08-09,,False,True
OPP-1436,ACC-8392,AE-16,CMP-31,82362,247086.0,6863.5,36,Closed Lost,Closed,0.0,2023-09-19,2023-12-17,,False,True
OPP-1437,ACC-1813,AE-2,CMP-7,17813,53439.0,1484.42,36,Closed Won,Closed,1.0,2023-01-31,2023-02-25,2026-02-09,True,True
OPP-1438,ACC-110,AE-18,CMP-63,19645,39290.0,1637.08,24,Discovery,Pipeline,0.3030906941000193,2023-11-20,,,False,False
OPP-1439,ACC-5222,AE-8,CMP-26,14253,14253.0,1187.75,12,Negotiation,Best Case,0.21638093013294035,2023-08-22,,,False,False
OPP-1440,ACC-2847,AE-12,CMP-69,7824,7824.0,652.0,12,Closed Lost,Closed,0.0,2023-06-21,2023-07-07,,False,True
OPP-1441,ACC-8217,AE-11,CMP-88,11211,22422.0,934.25,24,Closed Won,Closed,1.0,2023-09-15,2023-10-01,2025-09-20,True,True
OPP-1442,ACC-7461,AE-12,CMP-22,14867,29734.0,1238.92,24,Discovery,Commit,0.24444151159564864,2023-12-01,,,False,False
OPP-1443,ACC-8397,AE-1,CMP-12,23361,46722.0,1946.75,24,Closed Lost,Closed,0.0,2022-09-25,2022-10-13,,False,True
OPP-1444,ACC-3377,AE-13,CMP-94,23371,46742.0,1947.58,24,Negotiation,Best Case,0.26030106695935806,2023-04-28,,,False,False
OPP-1445,ACC-4546,AE-5,CMP-85,21752,43504.0,1812.67,24,Closed Lost,Closed,0.0,2024-01-04,,,False,True
OPP-1446,ACC-4381,AE-14,CMP-65,16869,33738.0,1405.75,24,Closed Lost,Closed,0.0,2023-09-11,2023-09-28,,False,True
OPP-1447,ACC-9085,AE-17,CMP-2,9559,9559.0,796.58,12,Closed Lost,Closed,0.0,2022-09-02,2022-09-22,,False,True
OPP-1448,ACC-2325,AE-0,CMP-98,166649,333298.0,13887.42,24,Closed Lost,Closed,0.0,2023-04-04,2023-05-24,,False,True
OPP-1449,ACC-6922,AE-13,CMP-18,23906,23906.0,1992.17,12,Closed Lost,Closed,0.0,2023-05-25,2023-06-23,,False,True
OPP-1450,ACC-88,AE-7,CMP-20,19520,58560.0,1626.67,36,Closed Lost,Closed,0.0,2024-01-07,,,False,True
OPP-1451,ACC-6032,AE-4,CMP-52,8908,17816.0,742.33,24,Demo,Upside,0.4441240549194858,2023-09-28,,,False,False
OPP-1452,ACC-5695,AE-12,CMP-83,8638,25914.0,719.83,36,Closed Lost,Closed,0.0,2024-01-03,,,False,True
OPP-1453,ACC-2972,AE-6,CMP-85,5657,16971.0,471.42,36,Closed Lost,Closed,0.0,2023-06-15,2023-07-04,,False,True
OPP-1454,ACC-7379,AE-1,CMP-52,14415,43245.0,1201.25,36,Demo,Commit,0.7781504648615919,2023-08-31,,,False,False
OPP-1455,ACC-3932,AE-14,CMP-55,5640,5640.0,470.0,12,Closed Won,Closed,1.0,2023-07-02,2023-07-20,2024-07-14,True,True
OPP-1456,ACC-2133,AE-10,CMP-91,14927,44781.0,1243.92,36,Proposal,Best Case,0.5534491767766258,2023-07-15,,,False,False
OPP-1457,ACC-3934,AE-11,CMP-62,22955,22955.0,1912.92,12,Closed Lost,Closed,0.0,2023-12-08,2023-12-24,,False,True
OPP-1458,ACC-2186,AE-7,CMP-78,7943,15886.0,661.92,24,Closed Won,Closed,1.0,2023-12-04,2023-12-30,2025-12-19,True,True
OPP-1459,ACC-9673,AE-10,CMP-18,7398,22194.0,616.5,36,Closed Won,Closed,1.0,2022-09-05,2022-09-20,2025-09-04,True,True
OPP-1460,ACC-1066,AE-3,CMP-30,18362,55086.0,1530.17,36,Closed Won,Closed,1.0,2023-08-11,2023-09-16,2026-08-31,True,True
OPP-1461,ACC-6459,AE-1,CMP-70,11890,23780.0,990.83,24,Closed Lost,Closed,0.0,2024-01-08,,,False,True
OPP-1462,ACC-3244,AE-19,CMP-71,15036,45108.0,1253.0,36,Negotiation,Upside,0.4711153861697701,2023-06-30,,,False,False
OPP-1463,ACC-872,AE-19,CMP-33,7730,23190.0,644.17,36,Closed Lost,Closed,0.0,2023-10-29,2023-11-12,,False,True
OPP-1464,ACC-4440,AE-7,CMP-8,5275,5275.0,439.58,12,Closed Won,Closed,1.0,2023-12-28,,,True,True
OPP-1465,ACC-9427,AE-2,CMP-83,14113,14113.0,1176.08,12,Closed Won,Closed,1.0,2023-02-01,2023-02-12,2024-02-07,True,True
OPP-1466,ACC-2429,AE-17,CMP-20,11878,23756.0,989.83,24,Discovery,Upside,0.5697869438672494,2023-12-27,,,False,False
OPP-1467,ACC-9321,AE-18,CMP-53,17090,34180.0,1424.17,24,Closed Lost,Closed,0.0,2023-02-18,2023-03-14,,False,True
OPP-1468,ACC-4826,AE-7,CMP-69,16911,33822.0,1409.25,24,Closed Lost,Closed,0.0,2023-11-06,2023-11-22,,False,True
OPP-1469,ACC-1266,AE-1,CMP-6,11019,11019.0,918.25,12,Proposal,Best Case,0.11106906231901349,2023-11-16,,,False,False
OPP-1470,ACC-9452,AE-8,CMP-19,13716,41148.0,1143.0,36,Closed Lost,Closed,0.0,2023-01-28,2023-03-08,,False,True
OPP-1471,ACC-9410,AE-0,CMP-29,10299,30897.0,858.25,36,Closed Won,Closed,1.0,2023-10-22,2023-11-11,2026-10-26,True,True
OPP-1472,ACC-8252,AE-1,CMP-45,24073,48146.0,2006.08,24,Closed Lost,Closed,0.0,2023-10-04,2023-10-12,,False,True
OPP-1473,ACC-7124,AE-13,CMP-94,24334,24334.0,2027.83,12,Closed Won,Closed,1.0,2023-12-27,,,True,True
OPP-1474,ACC-554,AE-8,CMP-95,19093,38186.0,1591.08,24,Demo,Upside,0.23560347072123514,2023-03-09,,,False,False
OPP-1475,ACC-4111,AE-11,CMP-32,21408,42816.0,1784.0,24,Closed Won,Closed,1.0,2023-10-17,2023-10-26,2025-10-15,True,True
OPP-1476,ACC-6661,AE-11,CMP-91,24410,73230.0,2034.17,36,Closed Lost,Closed,0.0,2023-12-25,,,False,True
OPP-1477,ACC-5145,AE-4,CMP-29,9486,28458.0,790.5,36,Proposal,Best Case,0.5440367422356958,2023-11-27,,,False,False
OPP-1478,ACC-6251,AE-17,CMP-79,5267,15801.0,438.92,36,Demo,Best Case,0.2290712047828023,2024-01-13,,,False,False
OPP-1479,ACC-2411,AE-14,CMP-54,24367,48734.0,2030.58,24,Discovery,Pipeline,0.14690445858471257,2023-10-19,,,False,False
OPP-1480,ACC-1846,AE-10,CMP-92,24311,48622.0,2025.92,24,Closed Won,Closed,1.0,2023-11-15,2023-12-01,2025-11-20,True,True
OPP-1481,ACC-6935,AE-15,CMP-33,14368,28736.0,1197.33,24,Negotiation,Commit,0.2892481044641747,2023-01-20,,,False,False
OPP-1482,ACC-7312,AE-10,CMP-47,23769,47538.0,1980.75,24,Closed Lost,Closed,0.0,2023-11-15,2023-11-25,,False,True
OPP-1483,ACC-2693,AE-3,CMP-97,10978,32934.0,914.83,36,Demo,Commit,0.28865251596853114,2023-12-03,,,False,False
OPP-1484,ACC-9150,AE-6,CMP-1,16362,49086.0,1363.5,36,Closed Lost,Closed,0.0,2023-05-09,2023-06-01,,False,True
OPP-1485,ACC-7701,AE-7,CMP-71,8818,17636.0,734.83,24,Closed Lost,Closed,0.0,2023-09-04,2023-09-26,,False,True
OPP-1486,ACC-9338,AE-8,CMP-80,10957,21914.0,913.08,24,Closed Won,Closed,1.0,2023-03-30,2023-04-15,2025-04-04,True,True
OPP-1487,ACC-6841,AE-9,CMP-66,22602,67806.0,1883.5,36,Closed Lost,Closed,0.0,2022-06-11,2022-07-12,,False,True
OPP-1488,ACC-6092,AE-14,CMP-44,17750,35500.0,1479.17,24,Discovery,Commit,0.7034028193493698,2023-08-31,,,False,False
OPP-1489,ACC-8078,AE-17,CMP-4,10704,10704.0,892.0,12,Negotiation,Commit,0.1707194920178076,2023-08-25,,,False,False
OPP-1490,ACC-7072,AE-2,CMP-53,23579,23579.0,1964.92,12,Closed Won,Closed,1.0,2023-07-26,2023-08-07,2024-08-01,True,True
OPP-1491,ACC-2538,AE-0,CMP-10,12409,37227.0,1034.08,36,Closed Won,Closed,1.0,2023-03-31,2023-04-28,2026-04-12,True,True
OPP-1492,ACC-6190,AE-13,CMP-52,24173,72519.0,2014.42,36,Proposal,Best Case,0.4659987196533224,2023-05-10,,,False,False
OPP-1493,ACC-574,AE-5,CMP-0,18039,18039.0,1503.25,12,Closed Lost,Closed,0.0,2022-11-16,2022-12-03,,False,True
OPP-1494,ACC-3527,AE-19,CMP-42,13543,13543.0,1128.58,12,Negotiation,Commit,0.7462483560034765,2023-04-13,,,False,False
OPP-1495,ACC-4159,AE-14,CMP-15,16950,50850.0,1412.5,36,Negotiation,Pipeline,0.11384063585969989,2023-02-16,,,False,False
OPP-1496,ACC-2739,AE-15,CMP-53,17852,35704.0,1487.67,24,Closed Lost,Closed,0.0,2023-09-04,2023-09-17,,False,True
OPP-1497,ACC-2938,AE-10,CMP-62,197466,592398.0,16455.5,36,Closed Won,Closed,1.0,2023-08-21,2023-12-05,2026-11-19,True,True
OPP-1498,ACC-6084,AE-19,CMP-26,13429,13429.0,1119.08,12,Closed Lost,Closed,0.0,2022-10-17,2022-11-03,,False,True
OPP-1499,ACC-7617,AE-0,CMP-76,8365,25095.0,697.08,36,Closed Lost,Closed,0.0,2022-06-18,2022-07-03,,False,True
OPP-1500,ACC-6360,AE-1,CMP-56,5384,10768.0,448.67,24,Closed Lost,Closed,0.0,2023-09-26,2023-11-06,,False,True
OPP-1501,ACC-4747,AE-10,CMP-18,9733,9733.0,811.08,12,Negotiation,Upside,0.2222821200413409,2022-12-19,,,False,False
OPP-1502,ACC-5743,AE-19,CMP-57,139854,419562.0,11654.5,36,Proposal,Pipeline,0.2859335350279343,2023-01-19,,,False,False
OPP-1503,ACC-6995,AE-5,CMP-37,16643,33286.0,1386.92,24,Closed Won,Closed,1.0,2023-12-27,,,True,True
OPP-1504,ACC-6460,AE-14,CMP-82,10398,31194.0,866.5,36,Closed Won,Closed,1.0,2023-11-10,2023-11-26,2026-11-10,True,True
OPP-1505,ACC-3031,AE-15,CMP-59,7670,7670.0,639.17,12,Closed Lost,Closed,0.0,2023-08-14,2023-08-31,,False,True
OPP-1506,ACC-4834,AE-15,CMP-84,6366,12732.0,530.5,24,Closed Lost,Closed,0.0,2023-11-21,2023-12-18,,False,True
OPP-1507,ACC-2592,AE-8,CMP-56,24881,74643.0,2073.42,36,Closed Lost,Closed,0.0,2023-11-07,2023-11-18,,False,True
OPP-1508,ACC-2713,AE-10,CMP-75,14159,42477.0,1179.92,36,Closed Lost,Closed,0.0,2022-07-27,2022-08-27,,False,True
OPP-1509,ACC-2887,AE-14,CMP-21,24404,48808.0,2033.67,24,Proposal,Best Case,0.10140853633676167,2023-07-13,,,False,False
OPP-1510,ACC-67,AE-1,CMP-98,18132,18132.0,1511.0,12,Closed Lost,Closed,0.0,2023-07-19,2023-08-07,,False,True
OPP-1511,ACC-9357,AE-4,CMP-36,18288,18288.0,1524.0,12,Proposal,Pipeline,0.1079029200630732,2023-11-11,,,False,False
OPP-1512,ACC-7877,AE-0,CMP-25,10625,10625.0,885.42,12,Closed Won,Closed,1.0,2022-12-10,2023-01-09,2024-01-04,True,True
OPP-1513,ACC-2959,AE-18,CMP-82,12172,12172.0,1014.33,12,Closed Lost,Closed,0.0,2023-10-27,2023-11-29,,False,True
OPP-1514,ACC-975,AE-5,CMP-49,22182,44364.0,1848.5,24,Closed Lost,Closed,0.0,2023-11-28,2023-12-15,,False,True
OPP-1515,ACC-5341,AE-17,CMP-15,224179,448358.0,18681.58,24,Proposal,Best Case,0.505327019944347,2023-07-26,,,False,False
OPP-1516,ACC-3919,AE-10,CMP-48,23580,47160.0,1965.0,24,Negotiation,Upside,0.5883139873729357,2023-08-03,,,False,False
OPP-1517,ACC-1533,AE-10,CMP-1,22246,22246.0,1853.83,12,Closed Lost,Closed,0.0,2023-04-09,2023-04-26,,False,True
OPP-1518,ACC-3158,AE-7,CMP-14,13247,39741.0,1103.92,36,Closed Lost,Closed,0.0,2023-11-05,2023-12-03,,False,True
OPP-1519,ACC-8953,AE-15,CMP-85,9793,29379.0,816.08,36,Closed Lost,Closed,0.0,2022-11-30,2022-12-29,,False,True
OPP-1520,ACC-3636,AE-3,CMP-72,220226,440452.0,18352.17,24,Closed Lost,Closed,0.0,2023-08-23,2023-09-14,,False,True
OPP-1521,ACC-6984,AE-16,CMP-5,24995,74985.0,2082.92,36,Negotiation,Pipeline,0.40059813515973364,2023-10-19,,,False,False
OPP-1522,ACC-2055,AE-13,CMP-64,11500,23000.0,958.33,24,Proposal,Best Case,0.36129646002910865,2023-08-13,,,False,False
OPP-1523,ACC-2610,AE-10,CMP-95,6984,13968.0,582.0,24,Closed Lost,Closed,0.0,2022-07-02,2022-07-25,,False,True
OPP-1524,ACC-743,AE-8,CMP-27,13142,39426.0,1095.17,36,Closed Lost,Closed,0.0,2023-09-15,2023-09-24,,False,True
OPP-1525,ACC-7720,AE-3,CMP-40,17578,35156.0,1464.83,24,Proposal,Upside,0.5602455484133714,2022-06-24,,,False,False
OPP-1526,ACC-7522,AE-14,CMP-42,10370,31110.0,864.17,36,Negotiation,Commit,0.22354338440697902,2023-09-18,,,False,False
OPP-1527,ACC-3960,AE-1,CMP-48,21685,65055.0,1807.08,36,Closed Won,Closed,1.0,2023-09-14,2023-10-16,2026-09-30,True,True
OPP-1528,ACC-2645,AE-15,CMP-6,19932,59796.0,1661.0,36,Closed Won,Closed,1.0,2023-12-22,,,True,True
OPP-1529,ACC-2730,AE-12,CMP-5,8878,17756.0,739.83,24,Demo,Best Case,0.5154258036946969,2023-10-29,,,False,False
OPP-1530,ACC-5447,AE-12,CMP-69,16146,48438.0,1345.5,36,Discovery,Best Case,0.2056648107148797,2023-10-03,,,False,False
OPP-1531,ACC-974,AE-12,CMP-1,20004,20004.0,1667.0,12,Closed Lost,Closed,0.0,2023-03-02,2023-03-23,,False,True
OPP-1532,ACC-8932,AE-10,CMP-98,6272,12544.0,522.67,24,Negotiation,Pipeline,0.7592103927741009,2023-07-12,,,False,False
OPP-1533,ACC-4257,AE-3,CMP-3,15906,47718.0,1325.5,36,Closed Lost,Closed,0.0,2023-12-22,2023-12-31,,False,True
OPP-1534,ACC-5851,AE-12,CMP-8,63198,63198.0,5266.5,12,Closed Lost,Closed,0.0,2024-01-08,,,False,True
OPP-1535,ACC-5314,AE-12,CMP-85,12124,12124.0,1010.33,12,Discovery,Best Case,0.37958396309133036,2023-04-07,,,False,False
OPP-1536,ACC-6915,AE-9,CMP-29,20865,41730.0,1738.75,24,Demo,Pipeline,0.12204569951724974,2023-12-06,,,False,False
OPP-1537,ACC-9033,AE-3,CMP-64,16911,50733.0,1409.25,36,Closed Won,Closed,1.0,2023-05-31,2023-06-13,2026-05-28,True,True
OPP-1538,ACC-1392,AE-13,CMP-18,17551,17551.0,1462.58,12,Closed Lost,Closed,0.0,2022-06-12,2022-06-29,,False,True
OPP-1539,ACC-2996,AE-8,CMP-66,19947,39894.0,1662.25,24,Closed Won,Closed,1.0,2023-05-13,2023-06-18,2025-06-07,True,True
OPP-1540,ACC-5049,AE-14,CMP-50,15373,15373.0,1281.08,12,Closed Won,Closed,1.0,2023-08-24,2023-09-02,2024-08-27,True,True
OPP-1541,ACC-3224,AE-1,CMP-32,10804,21608.0,900.33,24,Closed Lost,Closed,0.0,2023-07-20,2023-08-22,,False,True
OPP-1542,ACC-3906,AE-16,CMP-6,15642,15642.0,1303.5,12,Closed Lost,Closed,0.0,2023-11-19,2023-12-02,,False,True
OPP-1543,ACC-595,AE-18,CMP-84,22472,44944.0,1872.67,24,Demo,Pipeline,0.4031010086142286,2023-11-28,,,False,False
OPP-1544,ACC-5499,AE-12,CMP-69,24034,72102.0,2002.83,36,Closed Lost,Closed,0.0,2023-10-02,2023-10-18,,False,True
OPP-1545,ACC-5036,AE-9,CMP-42,5761,17283.0,480.08,36,Closed Won,Closed,1.0,2023-04-22,2023-06-04,2026-05-19,True,True
OPP-1546,ACC-8842,AE-8,CMP-31,9647,28941.0,803.92,36,Closed Won,Closed,1.0,2023-12-28,,,True,True
OPP-1547,ACC-4599,AE-9,CMP-87,21653,64959.0,1804.42,36,Closed Lost,Closed,0.0,2023-06-14,2023-07-20,,False,True
OPP-1548,ACC-4633,AE-1,CMP-77,23663,23663.0,1971.92,12,Discovery,Pipeline,0.5302823501933213,2023-02-01,,,False,False
OPP-1549,ACC-8950,AE-14,CMP-93,6587,6587.0,548.92,12,Closed Won,Closed,1.0,2023-10-28,2023-11-08,2024-11-02,True,True
OPP-1550,ACC-5155,AE-5,CMP-98,9646,9646.0,803.83,12,Closed Lost,Closed,0.0,2023-12-17,,,False,True
OPP-1551,ACC-8026,AE-15,CMP-91,15562,15562.0,1296.83,12,Closed Lost,Closed,0.0,2023-09-09,2023-10-07,,False,True
OPP-1552,ACC-1417,AE-7,CMP-11,15597,31194.0,1299.75,24,Negotiation,Upside,0.2580015375493928,2023-02-10,,,False,False
OPP-1553,ACC-9700,AE-14,CMP-57,22730,68190.0,1894.17,36,Closed Lost,Closed,0.0,2023-05-16,2023-05-30,,False,True
OPP-1554,ACC-1467,AE-13,CMP-34,5907,5907.0,492.25,12,Closed Lost,Closed,0.0,2023-11-30,2023-12-19,,False,True
OPP-1555,ACC-7457,AE-5,CMP-65,22556,45112.0,1879.67,24,Closed Lost,Closed,0.0,2023-12-23,,,False,True
OPP-1556,ACC-1123,AE-18,CMP-71,23302,69906.0,1941.83,36,Negotiation,Commit,0.7184245492888268,2023-02-05,,,False,False
OPP-1557,ACC-9760,AE-17,CMP-9,111722,111722.0,9310.17,12,Closed Won,Closed,1.0,2022-04-02,2022-05-14,2023-05-09,True,True
OPP-1558,ACC-8663,AE-10,CMP-75,11124,22248.0,927.0,24,Closed Lost,Closed,0.0,2022-11-27,2022-12-17,,False,True
OPP-1559,ACC-8732,AE-16,CMP-24,13110,26220.0,1092.5,24,Demo,Best Case,0.33926884763200804,2022-11-24,,,False,False
OPP-1560,ACC-1071,AE-12,CMP-93,14148,14148.0,1179.0,12,Proposal,Upside,0.23464367696002728,2023-12-25,,,False,False
OPP-1561,ACC-6538,AE-14,CMP-40,10978,32934.0,914.83,36,Closed Lost,Closed,0.0,2023-12-27,,,False,True
OPP-1562,ACC-5323,AE-18,CMP-6,213457,426914.0,17788.08,24,Demo,Best Case,0.7873265708404049,2023-10-29,,,False,False
OPP-1563,ACC-8699,AE-19,CMP-76,10293,20586.0,857.75,24,Closed Lost,Closed,0.0,2023-01-31,2023-02-10,,False,True
OPP-1564,ACC-3787,AE-7,CMP-83,13713,41139.0,1142.75,36,Closed Lost,Closed,0.0,2023-10-01,2023-11-03,,False,True
OPP-1565,ACC-9186,AE-1,CMP-20,7093,7093.0,591.08,12,Demo,Best Case,0.333139472818231,2023-12-22,,,False,False
OPP-1566,ACC-2863,AE-16,CMP-42,18728,37456.0,1560.67,24,Closed Won,Closed,1.0,2023-08-15,2023-09-21,2025-09-10,True,True
OPP-1567,ACC-5052,AE-9,CMP-76,20019,40038.0,1668.25,24,Proposal,Commit,0.419637141912907,2022-10-17,,,False,False
OPP-1568,ACC-7339,AE-3,CMP-71,13960,27920.0,1163.33,24,Closed Won,Closed,1.0,2023-04-22,2023-05-11,2025-04-30,True,True
OPP-1569,ACC-9661,AE-17,CMP-54,21926,65778.0,1827.17,36,Closed Won,Closed,1.0,2023-12-05,2023-12-22,2026-12-06,True,True
OPP-1570,ACC-2565,AE-11,CMP-87,15788,15788.0,1315.67,12,Demo,Commit,0.6691442235126157,2023-11-14,,,False,False
OPP-1571,ACC-323,AE-19,CMP-18,10819,32457.0,901.58,36,Closed Won,Closed,1.0,2023-06-21,2023-07-10,2026-06-24,True,True
OPP-1572,ACC-2507,AE-0,CMP-70,17258,34516.0,1438.17,24,Closed Lost,Closed,0.0,2023-12-19,,,False,True
OPP-1573,ACC-7323,AE-15,CMP-42,6940,13880.0,578.33,24,Closed Lost,Closed,0.0,2023-10-14,2023-10-27,,False,True
OPP-1574,ACC-5195,AE-15,CMP-61,20131,40262.0,1677.58,24,Closed Won,Closed,1.0,2022-09-25,2022-10-15,2024-10-04,True,True
OPP-1575,ACC-9375,AE-8,CMP-65,16166,48498.0,1347.17,36,Closed Lost,Closed,0.0,2023-08-24,2023-09-07,,False,True
OPP-1576,ACC-5064,AE-7,CMP-12,5433,10866.0,452.75,24,Discovery,Upside,0.21624784416702691,2022-08-17,,,False,False
OPP-1577,ACC-6893,AE-9,CMP-75,8146,16292.0,678.83,24,Demo,Pipeline,0.5773864720450799,2022-04-27,,,False,False
OPP-1578,ACC-3527,AE-19,CMP-86,11462,34386.0,955.17,36,Closed Won,Closed,1.0,2023-11-03,2023-12-04,2026-11-18,True,True
OPP-1579,ACC-7834,AE-16,CMP-80,13427,13427.0,1118.92,12,Demo,Pipeline,0.46792219660852186,2023-12-31,,,False,False
OPP-1580,ACC-1893,AE-7,CMP-97,13565,27130.0,1130.42,24,Closed Lost,Closed,0.0,2023-05-22,2023-06-09,,False,True
OPP-1581,ACC-7318,AE-3,CMP-90,11859,11859.0,988.25,12,Negotiation,Commit,0.15847953663775546,2022-11-19,,,False,False
OPP-1582,ACC-9973,AE-3,CMP-66,7038,14076.0,586.5,24,Closed Lost,Closed,0.0,2023-08-26,2023-09-12,,False,True
OPP-1583,ACC-3340,AE-10,CMP-9,22154,22154.0,1846.17,12,Closed Lost,Closed,0.0,2022-09-19,2022-10-12,,False,True
OPP-1584,ACC-764,AE-8,CMP-96,14622,14622.0,1218.5,12,Closed Won,Closed,1.0,2024-01-08,,,True,True
OPP-1585,ACC-839,AE-10,CMP-91,21331,42662.0,1777.58,24,Negotiation,Best Case,0.4169951076232896,2022-06-13,,,False,False
OPP-1586,ACC-8712,AE-6,CMP-14,21412,21412.0,1784.33,12,Discovery,Upside,0.12042473739478271,2023-04-08,,,False,False
OPP-1587,ACC-2383,AE-10,CMP-66,14099,28198.0,1174.92,24,Discovery,Pipeline,0.789411674391691,2022-05-07,,,False,False
OPP-1588,ACC-4948,AE-4,CMP-74,7164,14328.0,597.0,24,Closed Lost,Closed,0.0,2022-09-17,2022-09-26,,False,True
OPP-1589,ACC-8091,AE-3,CMP-47,5412,10824.0,451.0,24,Demo,Commit,0.7930410195713189,2023-12-16,,,False,False
OPP-1590,ACC-2120,AE-8,CMP-64,16491,49473.0,1374.25,36,Closed Lost,Closed,0.0,2023-04-21,2023-05-21,,False,True
OPP-1591,ACC-8095,AE-16,CMP-43,177069,531207.0,14755.75,36,Closed Won,Closed,1.0,2023-04-26,2023-05-16,2026-04-30,True,True
OPP-1592,ACC-8850,AE-6,CMP-60,240733,722199.0,20061.08,36,Closed Lost,Closed,0.0,2023-07-02,2023-08-17,,False,True
OPP-1593,ACC-9018,AE-7,CMP-58,11282,22564.0,940.17,24,Closed Lost,Closed,0.0,2023-12-03,2023-12-27,,False,True
OPP-1594,ACC-640,AE-12,CMP-47,23421,70263.0,1951.75,36,Discovery,Best Case,0.7202508750873386,2024-01-13,,,False,False
OPP-1595,ACC-737,AE-14,CMP-74,17138,17138.0,1428.17,12,Closed Won,Closed,1.0,2023-07-21,2023-08-11,2024-08-05,True,True
OPP-1596,ACC-8727,AE-18,CMP-29,20860,20860.0,1738.33,12,Closed Won,Closed,1.0,2023-07-23,2023-08-28,2024-08-22,True,True
OPP-1597,ACC-4489,AE-4,CMP-51,13774,13774.0,1147.83,12,Negotiation,Pipeline,0.6947337521728146,2023-04-30,,,False,False
OPP-1598,ACC-9744,AE-13,CMP-19,5942,5942.0,495.17,12,Closed Lost,Closed,0.0,2022-10-14,2022-11-21,,False,True
OPP-1599,ACC-7577,AE-14,CMP-63,11483,22966.0,956.92,24,Closed Won,Closed,1.0,2023-10-04,2023-11-24,2025-11-13,True,True
OPP-1600,ACC-4172,AE-5,CMP-4,6713,6713.0,559.42,12,Closed Lost,Closed,0.0,2023-02-27,2023-03-09,,False,True
OPP-1601,ACC-623,AE-11,CMP-31,18804,18804.0,1567.0,12,Closed Lost,Closed,0.0,2023-11-25,,,False,True
OPP-1602,ACC-9365,AE-10,CMP-61,10260,20520.0,855.0,24,Negotiation,Commit,0.2939158139119463,2023-10-26,,,False,False
OPP-1603,ACC-1996,AE-4,CMP-31,184798,184798.0,15399.83,12,Discovery,Commit,0.13952606875480528,2023-06-19,,,False,False
OPP-1604,ACC-5325,AE-17,CMP-83,15135,45405.0,1261.25,36,Demo,Commit,0.29781884637498907,2023-09-28,,,False,False
OPP-1605,ACC-4569,AE-15,CMP-47,6611,6611.0,550.92,12,Closed Lost,Closed,0.0,2024-01-10,,,False,True
OPP-1606,ACC-3769,AE-19,CMP-90,5270,15810.0,439.17,36,Proposal,Upside,0.7017181815674151,2023-09-20,,,False,False
OPP-1607,ACC-1696,AE-13,CMP-80,9515,9515.0,792.92,12,Closed Lost,Closed,0.0,2023-10-12,2023-11-06,,False,True
OPP-1608,ACC-9352,AE-1,CMP-97,19879,19879.0,1656.58,12,Closed Won,Closed,1.0,2023-10-01,2023-10-18,2024-10-12,True,True
OPP-1609,ACC-3246,AE-1,CMP-18,15347,30694.0,1278.92,24,Closed Lost,Closed,0.0,2022-10-31,2022-11-22,,False,True
OPP-1610,ACC-3326,AE-6,CMP-5,21791,21791.0,1815.92,12,Closed Lost,Closed,0.0,2023-11-02,2023-12-03,,False,True
OPP-1611,ACC-4023,AE-0,CMP-36,15213,30426.0,1267.75,24,Negotiation,Upside,0.34606928459611014,2023-03-10,,,False,False
